Locus,chr,AGPv2_start,AGPv2_end,cM,predict_start,predict_end,Difference
IDP4853,2,"196,146,763","196,148,987",150.7,"195,782,418","196,382,975",-----
IDP9032,2,"196,332,525","196,336,627",156.9,"196,055,747","196,683,428",-----
IDP6636,2,"196,527,673","196,529,235",158.3,"196,224,288","197,600,325",-----
IDP456,2,"196,527,894","196,528,473",158.3,"196,224,288","197,600,325",-----
IDP6986,2,"196,540,942","196,541,846",158.3,"196,224,288","197,600,325",-----
IDP8483,2,"196,741,091","196,745,639",158.3,"196,224,288","197,600,325",-----
TIDP2961,2,"197,005,929","197,009,781",158.3,"196,224,288","197,600,325",-----
TIDP6554,2,"197,524,705","197,526,282",159.1,"196,863,552","198,482,066",-----
TIDP3513,2,"197,593,438","197,595,461",159.1,"196,863,552","198,482,066",-----
TIDP5249,2,"197,594,003","197,600,246",159.1,"196,863,552","198,482,066",-----
TIDP4609,2,"197,769,903","197,773,840",159.1,"196,863,552","198,482,066",-----
IMR62,2,"198,405,374","198,409,147",159.1,"196,863,552","198,482,066",-----
TIDP3625,2,"198,438,523","198,441,314",159.5,"198,648,332","199,166,751","207,018"
TIDP3082,2,"198,454,035","198,456,145",159.5,"198,648,332","199,166,751","192,187"
TIDP2905,2,"198,579,439","198,580,697",159.5,"198,648,332","199,166,751","67,635"
AY109722,2,"198,580,170","198,582,365",159.1,"196,863,552","198,482,066","98,104"
TIDP8916,2,"198,584,807","198,586,111",159.5,"198,648,332","199,166,751","62,221"
AY109917,2,"198,722,691","198,723,028",159.1,"196,863,552","198,482,066","240,625"
IDP6905,2,"199,137,407","199,139,365",161,"199,102,060","201,844,555",-----
TIDP3205,2,"199,163,919","199,166,556",159.5,"198,648,332","199,166,751",-----
IDP3824,2,"199,174,763","199,175,985",161,"199,102,060","201,844,555",-----
IDP7160,2,"199,558,077","199,558,749",163.7,"201,683,402","202,329,093","2,124,653"
IDP4972,2,"199,591,864","199,592,878",163.7,"201,683,402","202,329,093","2,090,524"
TIDP6258,2,"199,653,129","199,653,691",163.7,"201,683,402","202,329,093","2,029,711"
TIDP5503,2,"199,677,940","199,679,503",163.7,"201,683,402","202,329,093","2,003,899"
TIDP6253,2,"199,690,094","199,690,915",163.7,"201,683,402","202,329,093","1,992,487"
IDP8607,2,"201,796,334","201,797,776",162.4,"199,166,752","199,569,289","2,227,045"
IDP1657,2,"202,196,007","202,197,056",163.7,"201,683,402","202,329,093",-----
TIDP3005,2,"202,273,749","202,275,795",164.2,"204,103,819","205,842,784","1,828,024"
TIDP5667,2,"202,292,966","202,294,401",164.2,"204,103,819","205,842,784","1,809,418"
IDP364,2,"202,311,142","202,314,028",163.7,"201,683,402","202,329,093",-----
bnlg2077,2,"202,370,949","202,371,778",163.7,"201,683,402","202,329,093","41,856"
umc1560,2,"202,370,949","202,371,778",164.2,"204,103,819","205,842,784","1,732,041"
IDP3864,2,"203,270,970","203,272,588",164.2,"204,103,819","205,842,784","831,231"
IDP4268,2,"203,468,231","203,470,266",164.2,"204,103,819","205,842,784","633,553"
TIDP3270,2,"203,473,532","203,474,293",164.2,"204,103,819","205,842,784","629,526"
IDP7580,2,"203,473,824","203,474,458",164.2,"204,103,819","205,842,784","629,361"
TIDP6708,2,"203,602,424","203,603,681",164.2,"204,103,819","205,842,784","500,138"
asg20,2,"204,115,860","204,116,502",164.2,"204,103,819","205,842,784",-----
IDP3952,2,"204,116,544","204,119,412",163.7,"201,683,402","202,329,093","1,787,451"
umc1049,2,"204,333,864","204,334,140",164.2,"204,103,819","205,842,784",-----
IDP660,2,"204,386,742","204,389,137",164.2,"204,103,819","205,842,784",-----
IDP8056,2,"204,388,690","204,389,289",164.2,"204,103,819","205,842,784",-----
mmp116,2,"204,481,904","204,482,339",164.2,"204,103,819","205,842,784",-----
TIDP5694,2,"205,709,395","205,710,630",170.7,"204,439,225","207,372,417",-----
IDP6841,2,"205,713,904","205,719,770",170.7,"204,439,225","207,372,417",-----
TIDP3223,2,"205,922,207","205,922,611",170.7,"204,439,225","207,372,417",-----
IDP7244,2,"206,710,010","206,711,255",170.7,"204,439,225","207,372,417",-----
IDP7949,2,"206,896,524","206,900,237",170.7,"204,439,225","207,372,417",-----
mmp84,2,"207,150,857","207,151,206",170.7,"204,439,225","207,372,417",-----
IDP4546,2,"207,370,805","207,372,373",174.1,"207,056,374","208,974,348",-----
TIDP7148,2,"208,608,928","208,614,130",174.1,"207,056,374","208,974,348",-----
IDP7184,2,"208,849,612","208,853,700",176.9,"208,561,891","210,751,610",-----
AY109583,2,"209,497,507","209,498,049",178.8,"211,177,672","211,511,361","1,679,623"
TIDP3447,2,"209,582,676","209,589,108",176.9,"208,561,891","210,751,610",-----
AI668346,2,"209,833,687","209,833,956",176.9,"208,561,891","210,751,610",-----
TIDP3661,2,"209,926,095","209,928,059",176.9,"208,561,891","210,751,610",-----
TIDP7138,2,"210,027,946","210,033,447",176.9,"208,561,891","210,751,610",-----
IDP6594,2,"210,027,946","210,033,447",176.9,"208,561,891","210,751,610",-----
TIDP5411,2,"210,059,350","210,060,729",176.9,"208,561,891","210,751,610",-----
TIDP6671,2,"210,077,749","210,079,143",176.9,"208,561,891","210,751,610",-----
IDP7256,2,"210,747,516","210,748,837",178.3,"209,405,037","210,108,700","638,816"
TIDP5197,2,"211,153,155","211,154,480",179.8,"211,511,362","212,515,624","356,882"
IDP204,2,"211,210,681","211,213,272",178.3,"209,405,037","210,108,700","1,101,981"
umc1604,2,"211,345,382","211,346,462",179.8,"211,511,362","212,515,624","164,900"
IDP5891,2,"211,509,067","211,510,890",179.3,"209,405,037","211,177,671","331,396"
IDP136,2,"211,516,138","211,517,311",179.3,"209,405,037","211,177,671","338,467"
bnlg1316,2,"212,352,155","212,352,714",179.8,"211,511,362","212,515,624",-----
TIDP3152,2,"212,353,642","212,353,976",182.4,"213,033,853","213,292,706","679,877"
TIDP3543,2,"212,808,176","212,808,955",182.4,"213,033,853","213,292,706","224,898"
IDP816,2,"213,095,983","213,097,114",179.8,"211,511,362","212,515,624","580,359"
IDP7317,2,"213,097,007","213,098,083",182.4,"213,033,853","213,292,706",-----
IDP157,2,"213,174,184","213,174,823",183.1,"213,033,853","213,998,872",-----
mmp137,2,"213,655,664","213,657,256",183.1,"213,033,853","213,998,872",-----
AY109645,2,"213,767,931","213,768,587",183.1,"213,033,853","213,998,872",-----
IDP8079,2,"213,949,604","213,951,459",183.8,"213,677,941","214,203,735",-----
TIDP6470,2,"214,078,374","214,078,869",184.9,"213,816,702","214,658,902",-----
IDP785,2,"214,522,327","214,525,690",185.9,"214,062,907","215,012,551",-----
IDP6783,2,"214,527,200","214,529,228",185.9,"214,062,907","215,012,551",-----
TIDP2729,2,"214,851,523","214,853,275",186.6,"214,480,516","215,444,370",-----
TIDP5645,2,"215,131,820","215,133,315",187.7,"215,267,313","215,521,227","133,998"
IDP7567,2,"215,288,481","215,289,202",187.7,"215,267,313","215,521,227",-----
IDP1674,2,"215,400,918","215,403,981",187,"214,823,206","215,267,312","133,606"
mmp34,2,"215,520,007","215,520,248",189.8,"215,267,313","216,648,804",-----
IDP8085,2,"215,557,910","215,558,815",189.8,"215,267,313","216,648,804",-----
mmp138,2,"216,504,026","216,504,205",189.8,"215,267,313","216,648,804",-----
IDP176,2,"216,602,587","216,603,522",191.9,"216,523,055","217,414,915",-----
IDP469,2,"216,610,761","216,612,197",189.8,"215,267,313","216,648,804",-----
TIDP9185,2,"216,628,428","216,629,582",191.9,"216,523,055","217,414,915",-----
TIDP3280,2,"217,010,745","217,011,413",191.9,"216,523,055","217,414,915",-----
bnlg1606,2,"217,209,296","217,209,914",194.3,"217,249,004","217,760,106","39,090"
IDP6985,2,"217,336,227","217,338,320",193.6,"216,913,704","217,249,003","87,224"
IDP7660,2,"217,338,410","217,339,060",194.3,"217,249,004","217,760,106",-----
IDP7642,2,"217,343,660","217,346,793",194.3,"217,249,004","217,760,106",-----
mmp188,2,"217,457,178","217,457,578",194.3,"217,249,004","217,760,106",-----
IDP117,2,"217,639,490","217,642,264",194.3,"217,249,004","217,760,106",-----
TIDP2761,2,"217,645,851","217,646,788",194.3,"217,249,004","217,760,106",-----
IDPCP82794a,2,"217,685,623","217,689,914",194.3,"217,249,004","217,760,106",-----
bnlg1746,2,"217,703,565","217,703,969",194.7,"217,760,107","218,832,513","56,138"
IDP5860,2,"217,878,001","217,879,020",194.3,"217,249,004","217,760,106","117,895"
IDP5862,2,"218,585,788","218,587,225",197.5,"218,832,514","219,944,293","245,289"
IDP5950,2,"218,798,305","218,799,695",196.1,"217,660,131","218,670,750","127,555"
TIDP6234,2,"218,855,337","218,857,000",196.1,"217,660,131","218,670,750","184,587"
umc1516,2,"219,773,502","219,773,907",198.5,"218,531,643","220,564,558",-----
TIDP2747,2,"219,911,670","219,913,223",198.5,"218,531,643","220,564,558",-----
IDP4213,2,"220,397,470","220,399,657",202,"219,772,895","222,184,957",-----
IDP7596,2,"221,323,238","221,324,423",203.4,"222,083,062","223,317,917","758,639"
IDP8180,2,"221,368,585","221,371,134",203.4,"222,083,062","223,317,917","711,928"
IDP5011,2,"221,476,322","221,477,583",203.4,"222,083,062","223,317,917","605,479"
IDP1450,2,"221,480,300","221,482,763",202,"219,772,895","222,184,957",-----
IDP4948,2,"221,736,654","221,737,696",202,"219,772,895","222,184,957",-----
IDP4738,2,"221,758,552","221,759,547",202,"219,772,895","222,184,957",-----
IDP5935,2,"222,121,757","222,122,536",202.7,"221,246,788","222,318,637",-----
IDP732,2,"222,275,124","222,275,932",202,"219,772,895","222,184,957","90,167"
IDP4819,2,"222,275,941","222,278,561",202,"219,772,895","222,184,957","90,984"
TIDP6098,2,"222,467,079","222,468,376",203.4,"222,083,062","223,317,917",-----
IDP143,2,"223,251,036","223,253,329",204.8,"222,393,758","223,994,189",-----
IDP8293,2,"223,282,643","223,287,125",204.8,"222,393,758","223,994,189",-----
IDP4257,2,"223,965,262","223,967,389",208.5,"223,186,299","224,362,848",-----
IDP7614,2,"224,335,836","224,338,174",210.4,"223,833,611","224,605,071",-----
IDP3931,2,"224,555,613","224,561,120",212.8,"224,194,203","224,605,071",-----
IDP7605,2,"224,557,636","224,558,707",213.1,"225,143,864","225,613,770","585,157"
umc1256,2,"224,558,930","224,559,778",213.1,"225,143,864","225,613,770","584,086"
TIDP3666,2,"224,907,076","224,911,321",213.1,"225,143,864","225,613,770","232,543"
TIDP6145,2,"224,911,817","224,913,163",213.1,"225,143,864","225,613,770","230,701"
IDP7185,2,"224,915,102","224,917,903",213.1,"225,143,864","225,613,770","225,961"
AY109592,2,"225,225,993","225,227,786",212.8,"224,194,203","224,605,071","620,922"
IDP4320,2,"225,398,784","225,401,361",213.1,"225,143,864","225,613,770",-----
IDP4832,2,"225,530,641","225,532,797",213.5,"225,321,602","226,487,066",-----
TIDP5264,2,"226,369,544","226,372,139",216.7,"225,451,957","226,487,066",-----
TIDP4597,2,"226,450,760","226,451,501",220.5,"226,308,432","229,529,748",-----
IDP8026,2,"227,537,476","227,538,724",220.5,"226,308,432","229,529,748",-----
IDP4939,2,"228,647,907","228,649,709",220.5,"226,308,432","229,529,748",-----
IDP8650,2,"229,478,080","229,480,637",224.3,"228,594,342","231,037,710",-----
IDP114,2,"230,356,093","230,357,258",224.3,"228,594,342","231,037,710",-----
IDP4805,2,"230,966,963","230,967,721",227.1,"230,191,138","232,639,640",-----
TIDP8757,2,"231,332,405","231,334,063",227.1,"230,191,138","232,639,640",-----
IDP171,2,"232,523,572","232,525,223",233.4,"232,546,084","233,014,601","20,861"
bnlg1893,2,"232,577,740","232,578,194",230.6,"231,207,200","232,546,083","31,657"
TIDP5378,2,"232,716,404","232,717,048",233.4,"232,546,084","233,014,601",-----
TIDP6721,2,"232,838,233","232,840,361",235.6,"232,639,641","233,258,645",-----
IDP661,2,"233,178,175","233,179,744",238.9,"233,173,703","233,753,589",-----
IDP7539,2,"233,257,093","233,257,784",237.8,"232,824,898","233,258,645",-----
TIDP2776,2,"233,482,140","233,485,484",238.9,"233,173,703","233,753,589",-----
IDP8931,2,"233,742,111","233,743,077",238.9,"233,173,703","233,753,589",-----
IDP1944,2,"233,743,054","233,743,605",240.7,"233,564,242","235,198,669",-----
TIDP3421,2,"234,010,964","234,012,169",240.7,"233,564,242","235,198,669",-----
TIDP6498,2,"234,094,631","234,095,670",240.7,"233,564,242","235,198,669",-----
IDP7791,2,"234,100,885","234,103,829",240.7,"233,564,242","235,198,669",-----
IDP7209,2,"234,413,672","234,415,480",240.7,"233,564,242","235,198,669",-----
mmp183,2,"234,433,089","234,433,321",240.7,"233,564,242","235,198,669",-----
TIDP3432,2,"235,140,993","235,143,614",247.5,"234,417,035","235,198,669",-----
AY109586,2,"235,142,298","235,142,843",248.2,"235,085,431","235,560,142",-----
IDP7206,2,"235,344,091","235,346,817",248.2,"235,085,431","235,560,142",-----
TIDP4617,2,"235,378,417","235,380,419",248.2,"235,085,431","235,560,142",-----
IDP8622,2,"235,489,135","235,490,988",248.6,"235,304,345","235,560,142",-----
umc2118,3,"1,200,876","1,201,637",0,1,"1,398,407",-----
IDP125,3,"1,301,587","1,304,401",1,"1,299,391","1,709,212",-----
umc1746,3,"1,591,831","1,592,529",2.1,"1,299,391","2,084,934",-----
umc1931,3,"1,591,831","1,592,529",2.1,"1,299,391","2,084,934",-----
TIDP2956,3,"1,711,609","1,712,861",2.1,"1,299,391","2,084,934",-----
TIDP3332,3,"1,713,115","1,715,499",2.1,"1,299,391","2,084,934",-----
IDP2429,3,"1,851,764","1,853,320",2.1,"1,299,391","2,084,934",-----
umc1780,3,"2,071,913","2,072,177",3.6,"1,709,313","2,591,229",-----
IDP703,3,"2,082,087","2,084,584",3.6,"1,709,313","2,591,229",-----
IDP4896,3,"2,119,197","2,120,756",3.6,"1,709,313","2,591,229",-----
umc1394,3,"2,440,420","2,441,142",9.5,"2,084,935","2,698,591",-----
umc2256,3,"2,629,288","2,629,801",10.4,"2,392,770","2,798,512",-----
IDP5020,3,"2,681,702","2,689,823",14,"3,081,673","3,668,876","391,850"
IDP3924,3,"2,718,695","2,721,398",14,"3,081,673","3,668,876","360,275"
IDP7347,3,"2,719,258","2,721,225",14,"3,081,673","3,668,876","360,448"
IDP834,3,"2,747,825","2,749,100",14,"3,081,673","3,668,876","332,573"
IDP3785,3,"2,781,210","2,784,190",14,"3,081,673","3,668,876","297,483"
umc2071,3,"2,783,025","2,783,619",13.1,"2,591,230","2,798,512",-----
umc1970,3,"2,783,025","2,783,619",12.6,"2,591,230","2,798,512",-----
asg64,3,"2,802,708","2,803,503",14,"3,081,673","3,668,876","278,170"
IDP7156,3,"2,813,415","2,817,369",14,"3,081,673","3,668,876","264,304"
IDP8391,3,"2,954,019","2,957,690",14,"3,081,673","3,668,876","123,983"
umc2257,3,"3,107,683","3,112,298",13.1,"2,591,230","2,798,512","309,171"
mmp158a,3,"3,204,235","3,205,007",14,"3,081,673","3,668,876",-----
umc2049,3,"3,479,073","3,479,295",18.1,"3,081,673","3,834,864",-----
mmp38,3,"3,557,796","3,558,138",18.1,"3,081,673","3,834,864",-----
umc121,3,"3,822,711","3,823,059",24.3,"3,478,666","3,983,275",-----
IDP2399,3,"3,840,177","3,840,745",26.8,"3,736,929","4,775,228",-----
TIDP5337,3,"4,345,951","4,346,774",26.8,"3,736,929","4,775,228",-----
IDP8355,3,"4,351,427","4,352,914",26.8,"3,736,929","4,775,228",-----
IDP7570,3,"4,640,638","4,643,499",26.8,"3,736,929","4,775,228",-----
IDP4717,3,"4,672,371","4,672,930",30.7,"4,671,640","5,407,964",-----
TIDP3189,3,"4,679,207","4,680,760",28.6,"4,468,772","4,775,228",-----
umc1458,3,"4,680,171","4,680,743",28.6,"4,468,772","4,775,228",-----
TIDP4674,3,"4,842,776","4,845,444",30.7,"4,671,640","5,407,964",-----
bnlg1144,3,"5,318,712","5,319,570",34.2,"4,775,329","5,888,580",-----
bnlg1325,3,"5,609,061","5,609,817",34.2,"4,775,329","5,888,580",-----
umc1886,3,"5,609,061","5,609,817",34.2,"4,775,329","5,888,580",-----
TIDP5277,3,"5,852,395","5,853,375",37.5,"5,507,162","7,416,407",-----
AY109549,3,"7,412,439","7,412,703",42.2,"5,729,903","7,830,037",-----
IDP5966,3,"7,674,782","7,675,830",44.2,"7,272,073","8,701,981",-----
IDP7380,3,"8,120,361","8,122,016",44.2,"7,272,073","8,701,981",-----
bnlg1647,3,"8,211,240","8,211,908",44.2,"7,272,073","8,701,981",-----
TIDP3331,3,"8,597,337","8,600,249",47.6,"8,118,973","8,939,314",-----
IDP318,3,"8,874,549","8,878,753",49.3,"8,595,805","9,133,544",-----
IDP7678,3,"8,976,558","8,978,865",50.5,"8,772,866","9,963,196",-----
TIDP6512,3,"9,947,053","9,952,993",57.4,"8,939,315","11,333,701",-----
TIDP6528,3,"9,947,053","9,952,993",57.4,"8,939,315","11,333,701",-----
umc2258,3,"10,073,404","10,076,403",57.4,"8,939,315","11,333,701",-----
umc2259,3,"10,073,404","10,076,403",57.4,"8,939,315","11,333,701",-----
IDP4185,3,"11,229,912","11,232,578",65.9,"9,963,297","12,634,502",-----
TIDP5214,3,"11,725,796","11,728,679",65.9,"9,963,297","12,634,502",-----
mmp186,3,"12,565,171","12,566,641",69.1,"11,675,739","13,691,342",-----
IDP6949,3,"13,389,099","13,390,873",75.7,"13,516,131","15,281,332","125,258"
IDP4996,3,"13,521,491","13,523,007",73.1,"12,467,745","13,466,577","54,914"
TIDP5792,3,"13,725,397","13,729,362",75.7,"13,516,131","15,281,332",-----
uaz159b,3,"14,469,186","14,469,563",75.7,"13,516,131","15,281,332",-----
TIDP5269,3,"14,879,802","14,881,091",75.7,"13,516,131","15,281,332",-----
umc1030,3,"14,930,274","14,930,692",75.7,"13,516,131","15,281,332",-----
TIDP6410,3,"15,236,310","15,237,374",78.5,"14,909,091","19,902,089",-----
TIDP5653,3,"15,424,528","15,425,625",78.5,"14,909,091","19,902,089",-----
IDP6777,3,"16,577,074","16,579,523",78.5,"14,909,091","19,902,089",-----
IDP6067,3,"17,000,431","17,001,466",78.5,"14,909,091","19,902,089",-----
IDP6791,3,"17,115,801","17,116,995",78.5,"14,909,091","19,902,089",-----
IDP6793,3,"17,180,932","17,183,611",78.5,"14,909,091","19,902,089",-----
umc2000,3,"17,286,814","17,287,483",78.5,"14,909,091","19,902,089",-----
umc1608,3,"17,286,814","17,287,483",78.5,"14,909,091","19,902,089",-----
TIDP2975,3,"17,430,132","17,431,825",78.5,"14,909,091","19,902,089",-----
umc1495,3,"19,827,027","19,828,064",83.9,"17,317,758","22,376,239",-----
umc2158,3,"19,827,108","19,827,228",83.9,"17,317,758","22,376,239",-----
TIDP5384,3,"19,940,688","19,941,933",83.9,"17,317,758","22,376,239",-----
IDP7814,3,"19,944,381","19,946,610",83.9,"17,317,758","22,376,239",-----
IDP1455,3,"19,970,012","19,970,981",83.9,"17,317,758","22,376,239",-----
IDP7717,3,"19,970,165","19,970,958",87.5,"22,244,842","23,986,936","2,273,884"
IDP7831,3,"20,183,834","20,185,131",87.5,"22,244,842","23,986,936","2,059,711"
TIDP6238,3,"20,188,731","20,189,402",83.9,"17,317,758","22,376,239",-----
IDP1475,3,"20,230,353","20,233,447",87.5,"22,244,842","23,986,936","2,011,395"
TIDP5103,3,"21,454,644","21,456,112",83.9,"17,317,758","22,376,239",-----
TIDP5616,3,"21,454,644","21,456,112",83.9,"17,317,758","22,376,239",-----
umc1392,3,"21,857,147","21,857,372",83.9,"17,317,758","22,376,239",-----
IDP7393,3,"22,348,381","22,350,116",86,"19,902,090","21,880,797","467,584"
umc1742,3,"23,896,463","23,897,997",89.9,"20,101,151","23,986,936",-----
IDP7639,3,"23,904,235","23,905,563",91.3,"26,722,268","31,524,787","2,816,705"
IDP7675,3,"24,095,427","24,096,532",91.3,"26,722,268","31,524,787","2,625,736"
IDP8485,3,"24,902,368","24,904,528",89.9,"20,101,151","23,986,936","915,432"
TIDP6544,3,"25,123,118","25,124,621",89.9,"20,101,151","23,986,936","1,136,182"
IDP2374,3,"25,863,943","25,865,909",91.3,"26,722,268","31,524,787","856,359"
IDP7947,3,"26,077,616","26,079,994",91.3,"26,722,268","31,524,787","642,274"
umc1655,3,"26,322,540","26,322,923",91.3,"26,722,268","31,524,787","399,345"
bnlg1019a,3,"26,341,087","26,341,869",89.9,"20,101,151","23,986,936","2,354,151"
TIDP6537,3,"26,786,326","26,789,773",89.9,"20,101,151","23,986,936","2,799,390"
IDP1460,3,"27,859,727","27,860,602",91.3,"26,722,268","31,524,787",-----
IDP8191,3,"28,398,516","28,402,007",91.3,"26,722,268","31,524,787",-----
IDP4902,3,"29,651,771","29,652,841",91.3,"26,722,268","31,524,787",-----
TIDP6227,3,"29,978,219","29,980,692",91.3,"26,722,268","31,524,787",-----
IDP2442,3,"31,098,657","31,105,626",91.3,"26,722,268","31,524,787",-----
